Attendance,Extracurricular_Activities,Previous_Scores_1,previous_Score_2,Assignment_Score,Previous_Semester_CGPA,Rating
40,Yes,37,21,10,3.1,2.9
88,Yes,58,68,28,6.6,7.3
84,No,71,68,34,6.7,7.3
73,Yes,97,67,43,8.2,8.7
82,Yes,65,68,37,6.7,6.9
57,Yes,24,21,14,2.0,3.1
62,Yes,76,88,41,8.7,8.8
60,Yes,67,66,34,6.7,7.4
78,Yes,85,67,42,7.4,7.8
65,No,75,63,38,7.3,7.4
87,Yes,79,68,35,7.4,7.7
69,No,61,65,29,6.0,6.2
77,Yes,96,67,39,8.4,8.5
68,Yes,56,67,25,6.3,6.4
82,Yes,85,67,35,7.4,7.7
65,No,94,64,39,7.7,7.7
61,No,54,61,30,5.7,5.9
53,Yes,25,43,20,3.0,3.5
98,Yes,67,70,35,7.2,7.2
66,No,89,67,37,8.2,7.9
88,No,86,68,33,7.4,7.8
57,Yes,28,24,17,2.9,3.5
64,Yes,70,63,30,7.1,7.5
80,No,100,72,44,9.0,9.2
79,Yes,68,68,29,7.2,6.9
98,Yes,90,73,36,8.0,8.4
98,Yes,68,71,34,7.3,7.7
91,No,61,70,36,7.0,7.3
84,Yes,67,68,33,6.8,6.9
78,No,60,68,33,6.0,6.7
74,No,56,68,28,6.2,6.3
98,Yes,68,71,29,7.0,7.7
84,Yes,57,70,29,6.0,6.4
83,No,75,67,36,7.0,7.3
69,Yes,52,61,23,5.5,6.0
62,Yes,72,64,29,6.8,7.0
98,No,98,72,46,8.4,8.9
73,No,68,67,34,6.7,7.2
78,Yes,57,65,27,6.0,7.0
65,Yes,65,64,34,6.1,6.9
93,Yes,90,66,39,8.1,8.5
61,No,66,62,34,6.0,6.7
93,No,69,70,37,7.2,6.7
54,Yes,38,33,15,3.6,4.5
95,No,63,70,28,7.1,6.5
89,No,74,66,31,6.9,6.6
67,Yes,53,62,32,5.9,6.6
83,No,59,63,32,6.0,5.9
73,Yes,60,66,30,6.2,7.0
67,No,73,58,28,6.3,5.9
94,Yes,91,70,38,8.1,8.5
76,No,68,63,36,6.8,6.8
76,Yes,69,70,34,6.6,6.9
56,Yes,35,31,18,3.6,3.6
75,Yes,66,67,35,6.4,7.0
95,No,70,73,38,7.1,6.9
75,Yes,95,82,47,8.8,8.9
98,No,51,71,30,6.0,6.3
98,Yes,81,73,37,7.9,8.4
66,No,94,65,40,7.9,7.7
67,Yes,71,67,30,6.8,7.7
95,Yes,83,67,36,7.0,8.3
76,Yes,79,69,35,7.0,7.9
60,Yes,67,61,29,6.7,7.3
71,No,57,64,34,5.7,6.1
84,No,61,64,36,6.4,6.1
92,Yes,53,68,32,6.1,6.4
65,No,88,62,36,7.4,7.3
64,Yes,77,66,31,6.9,7.4
97,Yes,89,70,43,7.5,8.9
90,Yes,65,67,34,6.6,6.8
84,Yes,90,70,39,7.6,8.8
91,No,65,65,28,6.1,6.5
77,No,56,65,34,6.1,6.6
90,Yes,77,70,33,6.9,7.7
75,Yes,97,72,39,8.3,8.8
43,No,22,22,7,1.8,1.9
41,Yes,33,44,22,3.9,4.7
77,Yes,73,71,31,6.8,7.8
99,Yes,73,72,39,7.7,8.0
74,No,61,64,31,5.8,6.2
97,No,71,72,36,7.3,7.5
97,No,75,71,35,7.5,7.8
70,Yes,87,66,36,7.5,7.5
92,No,57,71,33,6.0,6.4
77,Yes,79,67,39,7.7,7.8
97,No,83,69,41,7.2,8.0
78,Yes,69,67,38,7.0,7.7
58,Yes,25,39,13,3.3,4.0
79,No,86,66,38,7.1,7.7
46,No,41,25,17,3.0,3.5
68,No,67,67,33,6.6,6.7
77,Yes,91,70,36,7.6,8.7
90,No,99,72,46,9.0,8.7
84,No,61,69,34,6.1,6.4
88,No,94,70,40,7.8,7.7
71,No,77,64,35,6.7,7.2
79,Yes,72,65,33,6.4,7.7
62,Yes,95,66,44,7.9,8.8
93,No,96,68,41,8.2,8.4
100,Yes,64,72,31,6.6,7.1
76,Yes,68,65,34,6.7,7.6
60,Yes,34,40,21,3.3,3.9
67,No,75,63,32,6.7,6.5
86,Yes,64,66,37,6.7,7.0
84,Yes,98,73,39,8.2,8.6
51,Yes,32,32,19,2.8,3.4
70,Yes,81,59,35,6.8,7.3
91,Yes,71,70,34,6.7,7.8
88,Yes,73,63,35,6.6,7.4
73,No,55,67,26,6.6,6.1
82,Yes,63,65,29,6.1,6.7
66,No,58,64,32,5.7,6.3
78,No,87,71,38,7.6,7.5
95,Yes,85,70,34,7.5,7.9
77,Yes,90,63,41,7.3,7.8
94,No,85,68,38,7.7,7.3
84,Yes,56,67,30,6.4,6.7
68,Yes,99,66,41,7.9,8.4
83,Yes,59,63,26,6.3,6.8
80,Yes,68,65,36,6.4,7.2
76,Yes,85,66,40,7.3,8.2
65,Yes,57,65,29,6.3,6.4
77,Yes,59,65,27,6.0,6.7
63,No,94,63,42,8.3,8.5
41,No,38,37,21,3.5,3.9
77,Yes,83,62,31,7.1,7.4
72,Yes,93,66,35,7.6,8.1
97,No,99,71,46,8.3,8.7
44,Yes,43,36,20,4.0,4.6
90,Yes,56,67,30,5.9,6.3
81,No,87,68,34,7.8,7.3
88,No,59,63,27,5.7,6.0
70,Yes,79,64,38,7.3,7.4
98,Yes,77,74,37,7.8,8.6
81,Yes,78,68,36,7.2,7.3
93,Yes,82,68,40,7.8,8.5
75,Yes,93,69,38,8.1,8.0
64,Yes,64,61,27,6.6,6.8
87,Yes,78,69,36,7.4,7.9
60,Yes,67,61,30,6.7,7.3
79,Yes,66,67,33,6.7,6.9
68,No,51,63,26,5.7,6.2
85,No,80,68,35,7.0,7.5
99,No,99,68,44,8.5,8.9
79,Yes,88,67,40,7.3,8.4
93,Yes,62,69,30,7.0,7.5
54,No,20,44,12,3.7,3.6
80,No,65,67,29,6.9,6.4
97,No,88,70,41,7.6,8.0
96,Yes,93,72,40,8.0,8.8
91,No,67,71,38,7.1,7.2
72,No,50,62,24,5.7,5.8
82,Yes,65,67,32,6.2,7.4
69,Yes,60,64,29,5.7,6.5
57,Yes,22,33,13,2.6,2.9
79,No,65,70,33,6.8,6.8
93,Yes,52,68,27,5.7,6.1
96,No,77,70,36,7.6,7.7
41,Yes,20,39,11,3.4,3.9
61,No,73,59,33,7.1,6.8
94,Yes,69,69,31,6.8,7.6
67,Yes,59,67,33,5.8,6.7
85,No,69,68,31,6.5,6.4
61,No,67,62,31,6.7,7.0
76,No,100,65,37,7.9,8.0
99,Yes,52,69,30,5.9,6.3
64,Yes,62,65,35,6.8,7.4
77,Yes,53,68,33,6.0,6.3
72,Yes,93,68,36,7.6,8.0
96,Yes,71,71,40,7.5,7.7
95,Yes,90,71,40,7.8,8.6
70,No,85,66,39,7.8,8.1
63,Yes,96,71,36,8.6,8.3
85,No,51,66,25,6.1,6.4
49,No,39,32,20,3.7,4.1
87,Yes,85,69,39,7.3,8.2
61,No,79,65,37,6.8,7.0
65,Yes,85,66,36,7.4,8.2
43,No,39,29,13,3.8,3.1
68,No,79,66,35,7.4,7.7
94,No,97,69,36,8.1,7.7
62,No,96,66,45,8.3,8.5
69,Yes,52,64,27,5.6,6.2
54,Yes,33,27,13,3.3,4.0
77,Yes,76,62,34,7.2,7.7
88,Yes,68,67,33,6.4,7.0
67,No,52,60,30,6.0,5.5
84,No,74,66,32,7.0,6.9
89,Yes,99,72,45,8.8,9.4
43,Yes,33,30,13,3.2,3.3
93,Yes,91,69,38,8.2,8.9
84,Yes,60,66,32,6.4,6.5
76,Yes,79,69,35,7.1,8.1
82,No,69,68,31,6.4,6.9
41,No,29,35,12,2.8,3.2
67,Yes,94,63,39,7.9,8.5
76,Yes,99,70,38,8.5,8.8
74,No,69,68,32,6.6,7.0
76,Yes,82,68,38,7.9,8.2
90,No,78,67,40,7.3,7.1
79,Yes,54,67,34,6.3,6.6
98,Yes,52,69,27,5.6,6.8
72,No,89,68,35,8.3,8.2
77,Yes,70,67,32,7.0,7.6
51,Yes,38,21,19,2.6,3.5
82,No,99,70,41,8.5,8.6
50,No,21,30,13,3.0,2.4
62,Yes,63,61,31,6.1,6.5
76,Yes,93,68,39,8.4,9.0
71,Yes,71,64,29,6.7,7.0
100,No,79,66,34,7.4,7.1
72,Yes,52,65,26,6.0,6.6
95,No,96,73,39,8.5,8.5
87,No,57,66,35,5.9,6.1
74,Yes,61,65,29,6.1,6.9
82,Yes,58,68,35,6.6,7.1
94,Yes,75,69,35,6.8,7.9
95,Yes,91,72,39,7.8,8.9
66,No,63,63,32,6.1,6.0
74,No,57,65,32,6.3,6.6
73,Yes,70,69,35,6.7,7.7
62,No,99,62,39,7.6,7.7
84,Yes,51,66,25,5.8,6.6
94,Yes,75,69,34,7.1,7.5
75,Yes,83,67,35,7.5,7.5
90,Yes,90,94,48,8.8,9.5
85,Yes,87,71,40,7.5,8.4
75,No,54,61,29,6.0,6.4
43,Yes,23,20,8,2.2,3.1
88,No,54,66,26,6.3,5.9
94,Yes,81,71,35,7.2,7.7
87,No,54,66,34,6.4,5.9
61,No,52,60,30,5.4,5.6
41,Yes,41,40,24,3.7,4.5
63,Yes,97,66,42,8.0,9.0
83,Yes,85,67,39,7.4,7.7
90,No,50,67,24,6.2,6.3
64,No,64,64,34,6.0,6.8
44,No,34,31,19,3.5,3.9
82,No,65,68,36,6.7,7.0
88,Yes,84,70,39,7.6,8.7
99,Yes,88,75,43,8.5,9.3
50,Yes,23,43,18,3.2,4.0
96,Yes,95,73,42,8.1,8.9
65,No,68,61,34,6.2,6.8
76,No,93,68,40,8.0,8.4
42,No,42,40,22,3.9,4.3
96,Yes,77,71,39,7.8,8.5
80,Yes,98,71,37,8.0,9.0
84,No,97,68,43,8.4,8.1
52,Yes,32,29,20,2.7,3.6
93,Yes,60,70,31,6.6,7.2
65,Yes,60,62,31,6.4,6.8
92,Yes,95,67,37,7.7,8.3
79,No,70,68,39,7.4,6.9
78,Yes,90,68,42,8.3,8.4
77,No,84,64,32,7.0,7.6
80,No,88,68,42,7.6,8.3
43,Yes,38,22,13,3.3,3.4
82,No,71,70,39,7.4,7.7
58,Yes,44,34,19,4.4,4.2
67,Yes,74,66,37,7.2,7.3
55,No,25,42,18,3.6,3.6
92,Yes,88,68,36,8.3,8.4
87,Yes,56,65,29,5.6,6.3
46,Yes,25,41,16,2.8,3.2
83,Yes,86,62,37,7.6,8.2
94,Yes,53,67,32,6.0,6.3
54,Yes,25,31,13,2.6,3.1
65,Yes,96,65,41,8.5,8.4
94,No,79,70,36,7.7,7.9
77,Yes,96,68,44,8.1,8.8
70,Yes,65,67,32,6.3,6.7
95,Yes,82,66,33,7.1,7.3
57,No,39,42,18,4.1,4.1
92,Yes,56,66,35,5.8,6.7
71,No,100,66,37,8.4,8.3
60,No,59,60,29,5.7,5.6
80,Yes,59,66,26,6.0,6.1
64,Yes,92,68,41,8.0,8.1
90,Yes,90,72,42,8.1,8.4
71,No,99,68,41,8.6,8.0
78,Yes,54,67,33,6.5,6.6
63,No,55,62,30,5.5,5.9
71,No,72,66,34,6.5,7.0
91,No,80,69,36,7.8,7.8
66,No,52,64,29,5.7,5.5
86,No,58,63,28,6.1,5.7
97,Yes,85,74,37,8.4,8.8
87,Yes,83,72,41,7.3,8.0
92,Yes,54,71,35,5.9,7.2
64,Yes,97,64,39,8.4,8.9
70,No,63,65,31,6.2,5.9
96,Yes,94,75,44,8.5,9.5
89,No,96,69,44,8.0,8.3
86,No,75,65,38,7.4,7.8
87,No,71,60,27,6.8,6.2
58,Yes,41,29,12,3.9,4.1
62,Yes,90,65,37,7.7,7.8
91,Yes,60,67,36,6.0,7.4
55,No,40,23,11,3.1,3.4
79,Yes,78,66,40,6.9,7.4
96,Yes,62,69,31,6.5,7.5
73,Yes,99,69,41,8.6,8.9
72,Yes,92,68,40,8.4,8.7
95,Yes,51,70,26,5.9,6.8
92,No,71,66,30,6.5,6.9
81,No,68,65,36,6.3,6.4
40,No,37,33,19,3.9,3.9
69,Yes,63,65,27,6.0,6.4
86,Yes,100,69,41,8.6,9.3
59,No,32,33,16,3.3,3.0
93,No,62,65,27,6.7,6.9
98,Yes,83,76,41,8.0,8.2
92,No,58,72,33,6.5,7.0
75,No,94,67,42,8.2,8.1
92,Yes,55,74,35,6.3,7.4
74,Yes,99,66,42,8.5,9.0
46,Yes,32,35,21,3.6,4.3
58,No,42,20,17,2.9,2.9
49,Yes,31,32,18,2.7,3.2
96,No,76,66,32,7.3,7.0
50,No,35,22,10,2.8,3.2
68,Yes,99,69,38,8.3,8.4
59,Yes,37,31,18,3.2,3.6
61,Yes,69,63,32,6.1,6.6
91,No,98,68,43,8.3,8.2
73,No,68,64,28,6.6,6.5
61,No,70,64,32,7.0,6.6
97,Yes,82,73,39,8.0,8.7
49,Yes,25,37,18,3.4,3.6
82,No,65,67,30,6.6,6.8
71,Yes,97,63,35,8.0,7.9
63,Yes,64,61,32,6.5,7.3
57,Yes,44,27,19,3.4,4.2
65,Yes,64,61,32,6.3,6.8
50,Yes,38,22,16,2.9,4.0
90,Yes,91,74,45,7.8,9.2
79,No,73,65,37,6.7,7.2
74,Yes,70,64,34,6.4,6.8
77,No,71,66,36,6.7,7.3
97,Yes,81,72,39,8.0,8.8
96,Yes,63,76,35,7.1,7.5
89,Yes,62,67,29,6.7,7.2
95,No,74,71,31,6.9,7.4
73,No,52,65,28,5.4,5.6
75,Yes,82,68,38,7.6,7.7
85,Yes,91,68,37,8.0,8.5
85,Yes,86,67,41,7.2,8.3
79,No,73,64,29,6.8,7.0
45,No,36,36,19,3.5,3.8
99,No,51,70,28,5.6,6.3
93,Yes,96,73,39,8.8,8.8
77,Yes,78,69,39,7.0,8.2
89,No,66,70,31,6.5,6.6
71,No,65,64,30,6.2,6.1
64,Yes,83,64,35,7.0,7.2
74,Yes,79,65,31,7.0,7.1
76,No,59,62,30,6.1,6.1
61,Yes,70,64,36,6.3,6.8
51,Yes,32,24,10,2.9,3.4
74,Yes,65,64,33,6.1,6.5
48,Yes,40,30,19,3.6,4.4
63,Yes,63,64,31,6.7,7.2
67,No,54,61,27,6.2,6.2
96,Yes,69,72,33,7.2,7.5
45,Yes,34,26,13,2.8,3.6
98,No,61,70,34,6.6,6.7
100,No,88,71,43,8.2,8.4
75,No,83,68,41,8.0,7.4
72,No,75,68,37,7.0,7.1
94,No,99,70,46,8.3,8.9
100,No,94,73,39,8.0,8.3
85,No,78,69,32,6.9,7.3
92,No,78,71,35,7.5,7.8
51,No,33,40,14,3.4,3.1
74,No,96,68,40,7.8,8.4
83,No,95,69,39,8.3,8.7
93,No,87,70,40,8.0,7.6
88,No,56,67,26,5.8,5.7
45,Yes,38,35,18,3.3,4.3
73,No,63,65,32,6.6,6.7
66,Yes,59,66,31,6.3,6.3
69,Yes,88,61,35,7.3,8.1
96,No,98,71,37,8.4,8.5
61,Yes,55,60,32,6.0,6.6
43,Yes,33,39,22,3.3,4.4
72,Yes,61,61,30,6.2,7.0
85,Yes,98,68,42,8.4,8.4
81,Yes,85,68,35,7.6,8.2
69,Yes,84,65,39,7.9,8.0
67,No,75,65,31,7.5,6.6
69,Yes,77,60,32,6.6,7.0
80,No,65,67,33,6.2,6.4
71,No,58,65,32,5.7,6.1
98,Yes,89,70,39,8.1,8.4
79,No,74,64,31,7.4,7.0
62,Yes,63,68,34,6.3,7.3
89,No,82,69,39,7.4,7.4
73,Yes,60,65,26,6.3,6.3
86,No,74,71,33,7.0,7.4
71,Yes,60,65,26,6.4,6.5
83,Yes,88,65,39,7.6,8.4
91,Yes,66,68,33,6.9,6.9
97,No,72,66,30,6.6,6.7
53,Yes,32,24,15,2.7,3.0
73,Yes,83,71,40,7.6,7.9
79,Yes,70,68,34,6.5,7.4
97,Yes,54,70,29,6.3,7.1
96,No,96,74,47,8.3,8.3
64,Yes,50,62,23,5.1,5.8
65,No,87,61,35,7.4,7.8
60,Yes,43,39,18,3.8,4.3
64,Yes,65,65,31,6.4,7.3
74,Yes,54,62,29,5.3,6.3
47,No,44,27,16,3.9,4.0
85,No,66,68,34,6.8,6.8
98,Yes,73,70,33,6.8,7.3
100,No,76,68,34,6.9,7.3
75,No,86,69,43,7.7,7.6
44,Yes,25,21,15,2.0,2.5
94,Yes,73,71,34,7.3,7.4
65,Yes,87,63,36,7.4,7.4
88,Yes,56,66,26,6.5,6.7
76,Yes,66,67,38,6.5,7.5
55,No,23,40,15,3.1,3.0
76,Yes,85,66,42,7.6,8.0
63,Yes,95,69,36,7.8,8.7
88,Yes,94,72,39,8.0,8.2
70,Yes,66,63,32,6.9,7.4
72,Yes,62,67,28,6.4,6.5
65,No,64,64,36,6.3,6.7
95,Yes,64,68,36,6.9,7.1
80,No,54,71,28,6.5,6.4
83,Yes,57,67,34,6.0,6.8
83,No,61,67,27,6.2,6.8
76,Yes,50,64,24,6.1,6.7
68,No,52,63,28,5.9,5.5
90,No,85,72,41,8.3,7.9
65,Yes,81,63,31,7.4,7.3
64,No,97,67,37,8.3,7.5
40,Yes,31,36,16,2.9,4.2
68,Yes,72,64,33,6.5,7.2
72,No,53,65,26,5.6,5.8
79,Yes,58,68,36,6.2,6.6
78,Yes,85,66,37,7.8,7.8
88,Yes,62,73,30,6.6,6.8
85,Yes,89,68,38,7.9,8.5
86,No,85,72,37,7.4,7.3
89,Yes,87,70,42,8.2,9.1
72,Yes,85,66,42,7.8,7.9
73,Yes,85,66,35,7.9,7.8
78,Yes,77,66,33,7.5,8.0
72,Yes,84,65,38,7.2,7.8
99,Yes,76,71,32,7.1,7.7
93,Yes,60,66,27,6.4,7.2
60,No,27,31,17,3.0,2.8
60,Yes,70,63,36,7.1,7.3
62,Yes,51,58,27,5.2,6.2
70,No,94,68,42,8.4,8.3
65,No,63,61,27,6.1,6.3
81,No,53,65,31,6.0,6.2
94,No,71,67,29,7.2,6.6
89,Yes,91,67,42,7.9,8.5
69,No,70,62,29,6.7,6.6
76,Yes,63,86,39,7.0,8.1
80,No,77,71,36,7.0,6.9
92,Yes,79,70,41,7.9,8.3
94,No,88,71,37,8.4,7.7
96,No,90,71,36,7.8,7.8
80,Yes,85,70,35,8.2,8.5
60,Yes,36,30,20,3.8,3.7
64,Yes,50,60,24,5.1,6.0
83,No,99,73,39,8.2,8.0
48,Yes,26,35,11,2.6,3.0
77,Yes,64,62,30,6.4,6.4
54,No,26,22,16,2.1,2.8
44,No,34,28,20,2.8,2.8
62,No,73,61,32,6.4,6.2
60,Yes,28,40,20,3.6,4.3
57,No,32,34,17,3.4,3.1
60,No,85,68,34,7.6,7.4
64,Yes,56,65,33,6.1,6.8
70,Yes,72,67,33,7.1,7.0
69,No,87,67,38,7.8,7.3
99,No,96,74,45,8.1,8.5
72,No,94,64,36,7.8,7.8
65,Yes,93,64,43,7.6,7.8
82,Yes,68,67,33,6.7,6.9
94,No,96,74,46,8.9,8.5
87,Yes,84,69,37,7.2,8.5
72,No,94,62,39,8.3,8.3
82,Yes,54,66,32,6.2,7.2
89,Yes,52,69,32,6.5,6.7
89,Yes,71,68,30,7.3,7.0
52,Yes,29,26,15,2.5,3.4
95,No,70,68,34,7.3,7.6
95,Yes,94,73,40,8.3,9.1
83,No,62,70,31,6.7,6.8
77,No,52,69,26,6.3,5.9
46,Yes,23,22,9,2.1,2.5
93,No,81,71,39,7.2,7.6
60,No,72,64,29,6.3,6.0
100,No,92,71,45,8.4,8.9
67,No,91,65,37,8.2,8.1
43,Yes,32,28,11,3.5,3.7
46,Yes,42,33,17,4.2,4.2
69,Yes,67,67,29,7.0,7.5
79,Yes,81,67,33,7.6,7.5
42,Yes,21,25,7,2.3,2.9
59,No,25,33,18,3.3,3.1
67,Yes,72,66,32,6.8,7.5
50,Yes,30,36,17,2.9,4.1
75,Yes,56,68,33,6.3,7.2
100,Yes,74,72,35,7.2,7.6
100,No,76,70,35,7.2,7.1
65,No,58,62,28,5.9,5.7
41,Yes,35,36,13,4.0,4.2
62,Yes,51,61,26,5.5,5.8
41,Yes,28,40,19,3.6,3.6
64,No,68,63,29,7.0,6.9
48,No,36,37,21,3.6,3.6
98,Yes,96,70,37,8.4,9.3
68,No,60,64,26,5.7,6.2
46,No,34,23,13,2.9,2.5
70,Yes,70,63,37,6.4,7.0
81,No,60,71,33,6.3,6.3
83,Yes,53,65,25,5.6,6.2
69,No,88,68,34,8.1,8.0
90,Yes,78,70,40,7.8,8.6
72,Yes,53,68,35,6.3,6.8
97,No,73,69,39,7.3,7.3
86,Yes,52,70,32,6.3,7.3
77,No,68,67,37,7.0,6.6
92,Yes,68,69,30,6.9,7.5
93,No,91,73,36,8.5,8.6
72,Yes,87,68,37,8.1,8.7
74,No,95,67,38,8.2,8.0
97,Yes,57,67,28,6.3,6.5
67,Yes,77,64,32,7.5,7.3
62,No,51,63,33,6.0,6.2
78,No,91,67,38,8.4,8.3
92,Yes,68,70,31,6.5,7.3
91,Yes,53,71,33,6.6,7.1
97,Yes,66,74,31,6.7,7.8
41,Yes,28,38,16,3.1,3.6
64,No,88,59,39,7.5,7.2
84,Yes,56,64,30,6.4,7.2
91,No,78,67,34,7.4,7.7
64,Yes,90,63,39,7.7,8.5
67,Yes,87,66,33,7.5,7.4
60,Yes,23,35,17,3.2,4.1
84,No,50,65,25,5.6,5.5
95,Yes,68,73,33,6.6,7.3
87,Yes,68,70,30,6.4,7.6
99,Yes,52,62,27,6.0,6.3
40,No,40,22,18,3.5,3.7
55,Yes,42,36,20,4.3,4.9
93,No,76,96,44,9.0,8.7
73,No,70,66,29,6.3,6.0
99,Yes,95,69,40,8.1,8.3
72,Yes,63,70,33,7.0,7.3
96,Yes,67,73,37,7.5,7.7
52,No,32,33,15,2.9,3.2
90,Yes,53,71,31,5.7,6.9
83,Yes,89,65,38,7.4,8.1
65,Yes,86,62,32,7.5,8.1
81,No,95,69,45,7.9,8.2
74,No,55,65,25,6.5,6.1
47,No,29,26,17,2.6,2.9
49,Yes,23,38,15,3.0,3.3
96,Yes,67,72,36,6.7,7.8
54,Yes,40,41,18,4.5,5.0
92,No,53,68,26,5.7,6.2
98,No,98,68,40,8.7,8.5
92,No,86,66,38,7.3,7.6
65,Yes,75,62,35,6.4,6.8
63,Yes,55,65,32,6.5,6.5
61,Yes,76,60,36,6.3,7.4
85,Yes,66,70,32,7.2,7.2
85,Yes,64,68,31,6.6,7.0
99,Yes,81,72,38,7.8,8.3
76,Yes,90,63,33,7.5,7.6
73,Yes,72,63,31,6.8,7.7
85,Yes,75,67,33,6.8,7.2
93,Yes,83,68,38,7.6,8.4
97,No,56,69,30,6.1,6.7
92,Yes,91,75,39,8.5,9.1
77,No,92,67,43,8.1,8.0
85,Yes,77,69,35,6.9,8.0
94,No,59,65,30,6.1,6.2
80,Yes,75,65,30,7.0,7.2
40,Yes,41,34,18,3.9,3.9
67,No,88,65,38,7.5,7.4
60,No,66,58,35,5.9,6.4
89,Yes,66,70,33,6.9,7.2
64,Yes,97,66,42,8.4,9.1
70,No,71,63,32,6.7,7.1
72,Yes,89,62,36,7.9,8.3
82,Yes,82,69,37,7.6,8.5
76,No,66,66,31,6.7,6.6
87,No,56,68,30,6.6,6.6
62,Yes,90,62,39,8.0,8.3
65,No,88,64,42,7.9,7.9
80,Yes,58,65,35,5.9,7.2
73,Yes,62,64,28,6.0,6.5
72,No,88,65,42,7.3,7.6
63,Yes,99,65,42,7.7,8.9
96,Yes,92,70,39,7.9,8.7
88,No,84,71,36,7.3,8.0
65,Yes,96,65,44,7.9,8.4
63,No,64,67,36,6.5,6.8
99,Yes,50,68,33,5.5,6.3
87,Yes,66,73,30,7.0,7.6
77,No,99,64,44,8.4,8.1
88,No,94,71,39,8.6,8.3
90,No,53,70,31,5.7,5.9
45,No,38,27,19,3.2,3.1
79,Yes,54,68,29,5.8,6.4
77,Yes,89,68,40,7.8,8.4
60,Yes,69,59,33,6.7,6.7
97,Yes,96,74,38,8.1,9.2
84,Yes,53,62,32,5.8,6.8
68,Yes,87,64,35,8.0,8.6
97,No,70,76,32,7.3,7.6
97,Yes,63,70,31,6.7,7.1
43,No,38,34,16,3.8,3.7
95,Yes,74,69,36,7.2,7.8
100,Yes,67,74,35,7.1,7.9
54,No,32,26,10,2.9,3.3
41,No,33,23,11,3.2,2.6
57,Yes,27,37,18,3.0,3.4
69,Yes,80,68,40,7.2,7.8
64,Yes,86,66,37,7.3,8.4
99,No,54,67,27,6.0,6.6
72,No,83,71,37,7.4,7.3
95,Yes,90,74,42,7.9,8.2
60,Yes,92,65,38,7.9,8.6
61,Yes,52,60,27,5.7,5.8
79,Yes,85,69,35,7.7,7.9
70,Yes,90,65,36,7.4,8.3
88,Yes,70,69,32,7.1,8.0
83,Yes,77,70,36,7.2,7.7
63,Yes,63,65,29,6.8,7.0
67,Yes,66,57,28,6.6,7.2
45,Yes,20,31,16,2.1,3.3
42,No,23,21,12,2.5,2.9
48,No,41,39,22,3.7,4.1
56,Yes,30,36,15,3.5,4.0
64,Yes,62,62,30,5.8,6.7
79,Yes,74,67,36,6.8,8.0
64,Yes,92,66,40,8.3,8.8
65,Yes,62,60,28,6.0,6.0
70,No,83,65,40,7.9,7.4
94,Yes,63,75,32,7.2,7.8
51,Yes,33,42,15,3.3,4.2
93,No,97,71,39,8.8,8.0
73,Yes,82,63,41,6.8,7.3
71,Yes,55,67,26,6.3,7.1
82,No,82,68,40,7.3,7.8
89,Yes,59,65,33,6.0,6.5
100,No,94,72,42,8.3,8.8
50,No,22,35,9,2.7,2.7
55,No,30,37,12,3.6,3.6
88,Yes,60,72,30,6.2,7.4
93,Yes,78,72,41,7.8,8.5
94,Yes,96,70,42,8.7,8.6
87,No,65,67,35,6.6,6.3
98,No,54,71,34,6.1,6.7
54,Yes,38,25,18,3.4,3.8
97,No,59,72,33,6.7,7.1
99,Yes,86,70,38,8.1,8.1
94,Yes,80,71,39,8.0,8.6
72,Yes,67,64,37,6.9,7.1
68,Yes,85,66,42,7.6,8.1
82,No,62,64,32,6.5,6.2
78,Yes,96,67,43,7.7,8.3
56,No,40,39,19,3.9,4.2
64,No,88,64,35,7.8,8.0
70,No,63,61,29,6.3,6.3
90,Yes,86,99,43,9.1,10.0
64,No,52,67,27,6.2,5.8
73,Yes,65,72,36,7.2,7.9
75,No,55,66,28,6.3,6.2
85,Yes,73,68,34,7.4,7.7
66,No,72,64,30,6.6,6.2
94,No,68,69,33,7.2,7.1
78,No,99,65,43,7.7,8.0
97,No,62,66,36,6.7,7.0
79,Yes,90,73,38,8.3,8.4
71,Yes,72,63,29,7.1,7.3
66,Yes,67,66,32,6.3,6.9
60,Yes,60,65,29,6.5,7.0
81,Yes,82,71,39,7.9,7.8
64,Yes,67,58,34,6.6,7.0
76,No,91,68,37,7.6,7.9
84,No,98,69,44,8.3,8.8
71,Yes,61,63,30,5.8,6.1
44,Yes,43,24,19,2.9,3.9
45,Yes,38,23,16,2.9,3.7
98,Yes,73,69,36,7.6,7.9
64,No,65,63,30,6.4,5.9
50,Yes,44,25,18,3.2,4.1
98,No,89,76,40,8.1,8.7
62,Yes,98,67,42,8.0,8.2
99,No,69,70,38,6.8,7.2
60,No,34,32,15,3.7,3.6
95,No,70,68,32,6.8,7.3
72,Yes,76,68,37,6.7,8.1
98,Yes,87,70,43,8.2,8.8
73,Yes,94,68,42,7.6,8.0
86,No,73,69,33,7.2,7.3
63,Yes,64,62,27,6.1,6.6
70,No,66,64,30,6.9,6.3
91,No,85,71,39,8.0,7.7
57,Yes,39,39,21,3.6,4.5
97,No,74,72,36,7.8,8.0
77,Yes,60,64,27,6.3,6.7
57,Yes,34,20,15,2.6,3.1
78,No,89,69,42,8.4,8.5
99,No,57,70,30,6.0,6.9
98,No,68,69,34,7.0,7.0
73,No,77,64,34,7.5,7.6
95,No,73,66,38,6.8,7.5
94,Yes,70,69,30,7.1,7.9
